No.,authors,title,year,vol,no,fpage,doi,authors,article title,journal title,year,vol,no,fpage,doi
114,"Jong Uk Kim, Hyung Geol Lee, Da Jung Jung, Yoo Min Choi, Beom Yong Song, Tae Han Yook, Woo Kyung Kim, Lak Hyung Kim",A Study on the Correlation between Surface Electromyography and Assessment Scale for Facial Palsy,2013,30,5,107,10.13045/acupunct.2013050,"Ju Yong Kim, Bo Hyun Kim, Hye Bin Kim, Tae Han Yook, Jong Uk Kim",A Study of Surface Electromyography Measurement of Orbicularis oris motion in Healthy People※,The Acupuncture,2016,33,4,93,10.13045/acupunct.2016057
115,"Jong Uk Kim, Hyung Geol Lee, Da Jung Jung, Yoo Min Choi, Beom Yong Song, Tae Han Yook, Woo Kyung Kim, Lak Hyung Kim",A Study on the Correlation between Surface Electromyography and Assessment Scale for Facial Palsy,2013,30,5,107,10.13045/acupunct.2013050,"Seok Hee Kim, Kyung Jin Lee, Yoo Min Choi, Ju Yong Kim, Tae Han Yook, Sang Lyoung Lee, Jong Uk Kim","A Study of Surface Electromyography Measurement of Wrist Exercise (Extension, Flexion, Grasping) in Healthy People",The Acupuncture,2015,32,3,53,10.13045/acupunct.2015038
116,"Jong Uk Kim, Hyung Geol Lee, Da Jung Jung, Yoo Min Choi, Beom Yong Song, Tae Han Yook, Woo Kyung Kim, Lak Hyung Kim",A Study on the Correlation between Surface Electromyography and Assessment Scale for Facial Palsy,2013,30,5,107,10.13045/acupunct.2013050,"Ji Sun Han, Min Soo Kwon, Jung Hwan Kim, Dae Hyun Jo, Hee Jin Jo, Ji Eun Choi, Ji Hye Kim, Hyun Ho Kim, Sang Hoon Lee, Young Jae Park, Young Bae Park",The Application State of the Sunnybrook Facial Grading System for Facial Palsy Patients : A retrospective study,The Acupuncture,2016,33,4,101,10.13045/acupunct.2016058
117,Do Hyun Hong,A Study on the Characteristics of Manufacturing and the Electromagnetic Correlations of Traditional Acupuncture Needle,2013,30,5,95,10.13045/acupunct.2013049,Do Hyun Hong,Development of Magnetized Ferromagnetic Stainless Steel Acupuncture Needle,The Acupuncture,2014,31,2,21,10.13045/acupunct.2014021
118,"Hyun Jin Oh, Eun Sol Lee, Yoon Joo Lee, Seung Deok Lee, Kap Sung Kim, Eun Jung Kim",The Clinical Study about Qualitative and Quantitative Characteristics of Acupuncture Sensation According to the Body Parts,2013,30,5,65,10.13045/acupunct.2013046,"Ha Ra Kang, Young Doo Choi, Yu Na Choi, Eun Jung Kim, Min Seop Hwang, Hyun Seok Cho, Seung Deok Lee, Kyung Ho Kim, Kap Sung Kim, Chan Yung Jung",침치료가 사용된 임상연구에서의 수기법 활용에 대한 고찰,The Acupuncture,2016,33,3,129,10.13045/acupunct.2016040
119,"Ye Ji Han, Su Jeong Jo, Young Nam Son, Soo Yoon Lee, Kap Sung Kim, Seung Deok Lee",Comparative Study of Needle Sensations in ST and 6 Models with Quantifying Measurement System,2013,30,5,87,10.13045/acupunct.2013048,"Ye-Ji Han, Soo-Yoon Yi, Yoon-Joo Lee, Keun-Ho Kim, Eun-Jung Kim, Seung-Deok Lee",Quantification of the parameters of twisting–rotating acupuncture manipulation using a needle force measurement system,Integrative Medicine Research,2015,4,2,57,10.1016/j.imr.2015.04.003
120,"Ye Ji Han, Su Jeong Jo, Young Nam Son, Soo Yoon Lee, Kap Sung Kim, Seung Deok Lee",Comparative Study of Needle Sensations in ST and 6 Models with Quantifying Measurement System,2013,30,5,87,10.13045/acupunct.2013048,"Ha Ra Kang, Young Doo Choi, Yu Na Choi, Eun Jung Kim, Min Seop Hwang, Hyun Seok Cho, Seung Deok Lee, Kyung Ho Kim, Kap Sung Kim, Chan Yung Jung",침치료가 사용된 임상연구에서의 수기법 활용에 대한 고찰,The Acupuncture,2016,33,3,129,10.13045/acupunct.2016040
121,"Eun Sol Lee, Ji Yun Oh, Yu Jong Kim, A Mi Yu, Soo Hui Jang, Hyun Seok Cho, Kyung Ho Kim, Seung Deok Lee, Kap Sung Kim, Eun Jung Kim","The Clinical Study about Qualitative and Quantitative Characteristics of Acupuncture Sensation According to the Type of Pharmacopuncture: Study about BUM Pharmacopuncture, Mountain Ginseng Pharmacopuncture and Sciatica No. 5 Pharmacopuncture",2013,30,5,25,10.13045/acupunct.2013043,"Yu na Choi, Ji Yun Oh, Hyun Seok Cho, Kyung Ho Kim, Kap Sung Kim, Seung Deok Lee, Eun Jung Kim",Research on the Amount of Stimulus Differences According to Pharmacopuncture Injected dose and Characters Method,The Acupuncture,2015,32,1,89,10.13045/acupunct.2015008
122,"Woo Suck Youn, Young Jae Park, Young Bae Park",A Study on the Use of Acupuncture Points at Movement System Impairment Syndrome of Shoulder and Cervical Spine,2013,30,5,1,10.13045/acupunct.2013041,"In Kyung Kim, Ji Hyun Kim","Effects of SP-6 Seoam Pellet Therapy on Menstrual pain, Menstrual distress and Difficulty of ADL in Female University Students",Journal of Korean Public Health Nursing,2014,28,2,187,10.5932/JKPHN.2014.28.2.187
123,"Ok Ju Park, Sul Gi Kim, Jeong Ju Lee, Sang Mi Lee, Seong Joung Kim, Nam Geun Cho",The Effect of and Bee Venom Pharmacopuncture in Treating Lumbar Disc Herniations,2013,30,5,41,10.13045/acupunct.2013044,"Yong Eun Lee, Cho In Lee, Sung Jin Kim, Jae Soo Kim, Hyun Jong Lee",Comparative Study for Therapeutic Effects of the Low Back Pain Patients According to the Bee Venom Pharmacopuncture-induced Skin Hypersensitivity Reaction and the Constitution,The Acupuncture,2014,31,2,1,10.13045/acupunct.2014019
124,"Ok Ju Park, Sul Gi Kim, Jeong Ju Lee, Sang Mi Lee, Seong Joung Kim, Nam Geun Cho",The Effect of and Bee Venom Pharmacopuncture in Treating Lumbar Disc Herniations,2013,30,5,41,10.13045/acupunct.2013044,"Seungah Jun, Mu Seob Park, Se Jung Oh, Jung Hee Lee, Han Mi Gong, Seong Hun Choi, Min Hwangbo, Hyun-Jong Lee, Jae Soo Kim",Efficacy and Safety of Miniscalpel Acupuncture in Knee Degenerative Osteoarthritis Patients: A Study Protocol for a Randomized Controlled Pilot Trial,Korean Journal of Acupuncture,2016,33,2,67,10.14406/acu.2016.010
125,"Seung Min Lee, Sung Pil Yang, Eun Suk Kim, Min Jun Lee, Ji Min Park, Dong Woo Nam, Jung Won Kang, Sang Hoon Lee",Admission Care for Bell’s Palsy Patients: A Qualitative Report on Patient Experiences,2013,30,5,11,10.13045/acupunct.2013042,"Hee Jin Sung, Su Sie Lim, Hyun Young Choi, Eun Yong Lee, Jung Du Roh, Cham Kyul Lee",Correlation of Internal & External Factors with the Beginning Period of Improvement in Idiopathic Facial Paralysis,The Acupuncture,2016,33,1,57,10.13045/acupunct.2016006
126,"Ok Ju Park, Sul Gi Kim, Jeong Ju Lee, Sang Mi Lee, Seong Joung Kim, Nam Geun Cho",The Effect of and Bee Venom Pharmacopuncture in Treating Lumbar Disc Herniations,2013,30,5,41,10.13045/acupunct.2013044,"Ji Su Kim, Yoo Jong Kim, Je Rak Hong, Min Chul Kim, Han Sol Park, Seh Young Kim, Young Woo Seo, Sang Min Lee, Young Hoon Seo, Ki Ok Kim, Tae Hun Kim",Effects of Integrative Korean Medical Treatment for a Failed Epidural Steroid Injections to L-spine Disk Herniation: A Retrospective Case Series,The Acupuncture,2015,32,4,203,10.13045/acupunct.2015075
127,"Seung Min Lee, Sung Pil Yang, Eun Suk Kim, Min Jun Lee, Ji Min Park, Dong Woo Nam, Jung Won Kang, Sang Hoon Lee",Admission Care for Bell’s Palsy Patients: A Qualitative Report on Patient Experiences,2013,30,5,11,10.13045/acupunct.2013042,"Seung-Hwan Lee, Woo-Yong Seong, Jung-Hwa Lim",Analysis on Reports of Qualitative Research Published in Domestic Korean Medicine Journals,Journal of Oriental Neuropsychiatry,2016,27,2,77,10.7231/jon.2016.27.2.077
128,"Ok Ju Park, Sul Gi Kim, Jeong Ju Lee, Sang Mi Lee, Seong Joung Kim, Nam Geun Cho",The Effect of and Bee Venom Pharmacopuncture in Treating Lumbar Disc Herniations,2013,30,5,41,10.13045/acupunct.2013044,"Jin Ho Lee, Min Jeong Kim, Jae Woong Lee, Me Riong Kim, In Hee Lee, Eun Jee Kim",A Study on Standardization of Pharmacopuncture Using Herbal Medicines Identification Test and HPLC-DAD,The Acupuncture,2015,32,2,1,10.13045/acupunct.2015015
129,"Seung Min Lee, Sung Pil Yang, Eun Suk Kim, Min Jun Lee, Ji Min Park, Dong Woo Nam, Jung Won Kang, Sang Hoon Lee",Admission Care for Bell’s Palsy Patients: A Qualitative Report on Patient Experiences,2013,30,5,11,10.13045/acupunct.2013042,"Seung Min Kathy Lee, Suji Lee, Jun Hyeong Park, Jongbae J. Park, Sanghoon Lee",A close look at an integrative treatment package for Bell's palsy in Korea,Complementary Therapies in Clinical Practice,2017,26,,76,10.1016/j.ctcp.2016.12.003
130,"Ok Ju Park, Sul Gi Kim, Jeong Ju Lee, Sang Mi Lee, Seong Joung Kim, Nam Geun Cho",The Effect of and Bee Venom Pharmacopuncture in Treating Lumbar Disc Herniations,2013,30,5,41,10.13045/acupunct.2013044,"Yoon Jae Lee, Joon-Shik Shin, Jinho Lee, Me-riong Kim, Ki Byung Park, Hwa Dong Lee, Yoonmi Lee, Jungwan Hong, In-Hyuk Ha",Usage report of pharmacopuncture in musculoskeletal patients visiting Korean medicine hospitals and clinics in Korea,BMC Complementary and Alternative Medicine,2016,16,1,,10.1186/s12906-016-1288-5
131,"Seung Min Lee, Sung Pil Yang, Eun Suk Kim, Min Jun Lee, Ji Min Park, Dong Woo Nam, Jung Won Kang, Sang Hoon Lee",Admission Care for Bell’s Palsy Patients: A Qualitative Report on Patient Experiences,2013,30,5,11,10.13045/acupunct.2013042,"Kang Hyun Yoon, Seungmin Lee, Ji Seok Lim, Ye Eun Cho, Hwa Jin Lee, Ji Hye Kim, Jung Won Kang, Sang Hoon Lee",Experience of Bell’s Palsy Patients on Facial Exercise and Efficient Educational Program: a Qualitative Study,The Acupuncture,2015,32,1,67,10.13045/acupunct.2015006
132,"Ok Ju Park, Sul Gi Kim, Jeong Ju Lee, Sang Mi Lee, Seong Joung Kim, Nam Geun Cho",The Effect of and Bee Venom Pharmacopuncture in Treating Lumbar Disc Herniations,2013,30,5,41,10.13045/acupunct.2013044,"Tae Ho Kim, Seong Hyun Jeong, Tae kyung Yoon, So Jin Lee, Soo Ji Shin, Ok Jun Kwon, Yeong Guk Joo, Jong Cheol Lee, Jae Young Park","A Comparison of the Effect of Pharmacopuncture and Decoction Pharmacopuncture Treatments in Patients with Low Back Pain Caused by Traffic Accidents: A Retrospective, Case Series Observational Study",The Acupuncture,2015,32,4,157,10.13045/acupunct.2015070
133,"Seung Min Lee, Sung Pil Yang, Eun Suk Kim, Min Jun Lee, Ji Min Park, Dong Woo Nam, Jung Won Kang, Sang Hoon Lee",Admission Care for Bell’s Palsy Patients: A Qualitative Report on Patient Experiences,2013,30,5,11,10.13045/acupunct.2013042,"Seok-Hwan Kang, Soo-Hyung Jeon, Jong-Hun Jeong, Young-Ju Na, Yeon-Ju Seo, Jong-Won Kim",Clinical Analysis of Facial Nerve Paralysis Patients Improved by Sasang Constitutional Medical Treat : A Retrospective Cross-Sectional Study,Journal of Sasang Constitutional Medicine,2015,27,1,138,10.7730/JSCM.2015.27.1.138
134,"Ok Ju Park, Sul Gi Kim, Jeong Ju Lee, Sang Mi Lee, Seong Joung Kim, Nam Geun Cho",The Effect of and Bee Venom Pharmacopuncture in Treating Lumbar Disc Herniations,2013,30,5,41,10.13045/acupunct.2013044,"Jae Hong Kim, Yeo Jin Jang, Ju Hyung Park, Young Nim You",The Effects of Korean Medical Treatment Combined with Acupotomy on Patients with a Herniated Intervertebral Disc of the Lumbar Spine: a Retrospective Study,The Acupuncture,2015,32,1,119,10.13045/acupunct.2015011
135,"Ok Ju Park, Sul Gi Kim, Jeong Ju Lee, Sang Mi Lee, Seong Joung Kim, Nam Geun Cho",The Effect of and Bee Venom Pharmacopuncture in Treating Lumbar Disc Herniations,2013,30,5,41,10.13045/acupunct.2013044,"Jin Ho Lee, In Hyuk Ha, Me Riong Kim, Min Jeong Kim, Jae Woong Lee, In Hee Lee, Hwa Jin Chung, Eun Jee Kim",Multiple-dose Intramuscular Toxicity Study of Shinbaro Pharmacopuncture in Sprague-Dawley Rats over a 4-week period,The Acupuncture,2015,32,4,77,10.13045/acupunct.2015063
136,"Seul Ji Lee, Ji Hwan Nam, Kie Won kim, Min Jung Lee, Jae Yun Jun, Su Jin Lim, Chong Hwan Lee, Ju Hyun Song",A Case Study of the Bee Venom Acupuncture Effect for Trigger Finger with Side Effects by Steroid Injection,2013,30,4,189,10.13045/acupunct.2013036,"Ji In Lee, Ho Sueb Song",A Case Report on Patient with Trigger Thumb Improved by Complex Korean Medical Treatment,The Acupuncture,2015,32,1,141,10.13045/acupunct.2015014
137,"In Su Sung, Dong Il Yuk, Da Hyuong Song, Min Jung Kim, Kwon Eui Hong",Case Study of with ( ) & ( ) Therapy Combined with Korean Medicine Treatment of Herniated Lumbar Intervertebral Disc Patients,2013,30,4,169,10.13045/acupunct.2013033,"Jae Hong Kim, Yeo Jin Jang, Ju Hyung Park, Young Nim You",The Effects of Korean Medical Treatment Combined with Acupotomy on Patients with a Herniated Intervertebral Disc of the Lumbar Spine: a Retrospective Study,The Acupuncture,2015,32,1,119,10.13045/acupunct.2015011
138,"In Su Sung, Dong Il Yuk, Da Hyuong Song, Min Jung Kim, Kwon Eui Hong",Case Study of with ( ) & ( ) Therapy Combined with Korean Medicine Treatment of Herniated Lumbar Intervertebral Disc Patients,2013,30,4,169,10.13045/acupunct.2013033,"Dong Il Yuk, Kyung Min Kim, Ju Hyun Jeon, Young Il Kim, Jung Ho Kim",A Review of Trends for Acupotomy,The Acupuncture,2014,31,3,35,10.13045/acupunct.2014041
139,"In Su Sung, Dong Il Yuk, Da Hyuong Song, Min Jung Kim, Kwon Eui Hong",Case Study of with ( ) & ( ) Therapy Combined with Korean Medicine Treatment of Herniated Lumbar Intervertebral Disc Patients,2013,30,4,169,10.13045/acupunct.2013033,"Hye Su Kim, So Yun Kim, Hyun Ji Kim, Eun Seok Kim, Young Il Kim",The Effect of Acupotomy on Lumbar Herniated Intervertebral Disc: Report of a Case Series,The Acupuncture,2015,32,3,185,10.13045/acupunct.2015050
140,"Kyong Ha Cho, Woong Ki, Dong Il Yuk, In Su Sung, Min Jung Kim, Kwon Eui Hong",Literature Study on the Infection Control of ( ),2013,30,4,181,10.13045/acupunct.2013035,"Young-Hee Yun, Jae-Woong Son, Seong-Gyu Ko, In-Hwa Choi","Disinfection, Sterilization and Aseptic Technique for Thread Embedding Acupuncture",The Journal of Korean Medicine Ophthalmology and O,2016,29,1,103,10.6114/jkood.2016.29.1.103
141,"Kyong Ha Cho, Woong Ki, Dong Il Yuk, In Su Sung, Min Jung Kim, Kwon Eui Hong",Literature Study on the Infection Control of ( ),2013,30,4,181,10.13045/acupunct.2013035,"Dong Il Yuk, Kyung Min Kim, Ju Hyun Jeon, Young Il Kim, Jung Ho Kim",A Review of Trends for Acupotomy,The Acupuncture,2014,31,3,35,10.13045/acupunct.2014041
142,"Kyong Ha Cho, Woong Ki, Dong Il Yuk, In Su Sung, Min Jung Kim, Kwon Eui Hong",Literature Study on the Infection Control of ( ),2013,30,4,181,10.13045/acupunct.2013035,"Se Jung Oh, Mu Seob Park, Jung Hee Lee, Seung Ah Jun, Han Mi Gong, Seong Hun Choi, Min Hwangbo, Hyun Jong Lee, Jae Soo Kim",도침술의 진료수가에 대한 문제점과 개선방안,The Acupuncture,2016,33,3,67,10.13045/acupunct.2016035
143,"Myung Jin Oh, Youn Seop Shim, Ho Sueb Song",Constitutional Diagnosis by Portable Device: Comparative Study with QSCC II Questionnaire,2013,30,4,161,10.13045/acupunct.2013032,"Ji In Lee, Keun Young Hur, Ho Sueb Song",Influence of Dyspepsia Dependent Score Upon ‘ Person’ Diagnosed by Portable Device,The Acupuncture,2013,30,5,77,10.13045/acupunct.2013047
144,"Myung Jin Oh, Youn Seop Shim, Ho Sueb Song",Constitutional Diagnosis by Portable Device: Comparative Study with QSCC II Questionnaire,2013,30,4,161,10.13045/acupunct.2013032,"Hee Jin Jo, Min Soo Kwon, Jung Hwan Kim, Dae Hyun Jo, Ji Eun Choi, Ji Sun Han, Seung Hoon Lee, Yong Suk Kim, Sang Soo Nam",An Retrospective Analysis of 1549 patients under the Cooperative Medical Care consulted to the Department of Acupuncture and Moxibustion in a Korean medical hospital,The Acupuncture,2016,33,4,109,10.13045/acupunct.2016059
145,"Hyun Ji Kim, Young Seung Ji, Seung Min Lee, Ju Hyun Jeon, Young Il Kim",A Systematic Review of Clinical Study of Bee Venom Acupuncture,2013,30,4,151,10.13045/acupunct.2013031,"Soo Ah Park, Heun Ju Lee, Ji Young Baek, Hyun Jung Yang, Chang Beohm Ahn",The Effect of Korean Medical Treatment on Suspected Diabetic Muscle Infarction (DMI),The Acupuncture,2016,33,4,181,10.13045/acupunct.2016064
146,"Hyun Ji Kim, Young Seung Ji, Seung Min Lee, Ju Hyun Jeon, Young Il Kim",A Systematic Review of Clinical Study of Bee Venom Acupuncture,2013,30,4,151,10.13045/acupunct.2013031,"Min-Sun Choi, Dong Il Kim, Su Hee Jang",Pharmacopuncture for Acute peripheral facial paralysis: A systematic review and meta-analysis of randomized controlled trials,Journal of Korean Medicine,2015,36,2,8,10.13048/jkm.15010
147,"Hyun Ji Kim, Young Seung Ji, Seung Min Lee, Ju Hyun Jeon, Young Il Kim",A Systematic Review of Clinical Study of Bee Venom Acupuncture,2013,30,4,151,10.13045/acupunct.2013031,"Min Jung Ji, Seong Chul Lim, Jae Soo Kim, Hyun Jong Lee, Yun Kyu Lee",A Clinical Case Study of Residual Symptoms after Decompression of Traumatic Compartment Syndrome,The Acupuncture,2015,32,3,197,10.13045/acupunct.2015051
148,"Yu Jong Kim, Kyung Min Shin, Eun Jung Kim, Kyung Ho Kim, Kap Sung Kim, Seung Deok Lee",A Comparative Study on Heat Transfer Characteristics in Tissue Model with Application of Heating or Cooling Therapeutic Modalities,2013,30,4,125,10.13045/acupunct.2013029,"Daehwan Youn, Pyungsik Yoo, Wangin Kim, Mirea Kim, Donghee Choi, Changsu Na",Effects of Laser Acupuncture Therapy According to the Wavelength at GB34 ㆍ GB39 on Neuropathic Pain Rat Induced by Tibial and Sural Nerve Transection,Korean Journal of Acupuncture,2014,31,4,195,10.14406/acu.2014.038
149,"Won Suk Sung, Pil Kun Kim, Bon Hyuk Goo, Hee Kyoung Ryu, Kyung Hwan Suk, Ju Hyeon Lee, Min Jeong Kim, Yeon Cheol Park, Byung Kwan Seo, Dong Suk Park, Yong Hyeon Baek",Study on the Validity of Electromyography(EMG) And Early-performed Electroneurography(ENoG) as Predicting Factor for Facial Palsy - based on Collaborative Treatment between Korean and Western Medicine,2013,30,4,115,10.13045/acupunct.2013028,"Hee Jin Sung, Su Sie Lim, Hyun Young Choi, Eun Yong Lee, Jung Du Roh, Cham Kyul Lee",Correlation of Internal & External Factors with the Beginning Period of Improvement in Idiopathic Facial Paralysis,The Acupuncture,2016,33,1,57,10.13045/acupunct.2016006
150,"Won Suk Sung, Pil Kun Kim, Bon Hyuk Goo, Hee Kyoung Ryu, Kyung Hwan Suk, Ju Hyeon Lee, Min Jeong Kim, Yeon Cheol Park, Byung Kwan Seo, Dong Suk Park, Yong Hyeon Baek",Study on the Validity of Electromyography(EMG) And Early-performed Electroneurography(ENoG) as Predicting Factor for Facial Palsy - based on Collaborative Treatment between Korean and Western Medicine,2013,30,4,115,10.13045/acupunct.2013028,"Ji Eun Choi, Min Soo Kwon, Jung Hwan Kim, Dae Hyun Jo, Ji Sun Han, Hee Jin Jo, Ji Hye Kim, Hyun Ho Kim, Jung Won Kang, Dong Woo Nam",Facial Nerve Damage in Bell’s Palsy according to When Korean Medical Treatment was Started: A Retrospective Study,The Acupuncture,2016,33,2,51,10.13045/acupunct.2016016
151,"Won Suk Sung, Pil Kun Kim, Bon Hyuk Goo, Hee Kyoung Ryu, Kyung Hwan Suk, Ju Hyeon Lee, Min Jeong Kim, Yeon Cheol Park, Byung Kwan Seo, Dong Suk Park, Yong Hyeon Baek",Study on the Validity of Electromyography(EMG) And Early-performed Electroneurography(ENoG) as Predicting Factor for Facial Palsy - based on Collaborative Treatment between Korean and Western Medicine,2013,30,4,115,10.13045/acupunct.2013028,"Pil Kun Kim, Won Suk Sung, Bon Hyuk Goo, Hee Kyung Ryu, Kyung Hwan Suk, Ju Hyeon Lee, Min Jeong Kim, Yeon Cheol Park, Byung Kwan Seo, Yong Hyeon Baek, Dong Suk Park",Retrospective Study on Factors Influencing Facial Nerve Damage of Acute Peripheral Facial Palsy Patients: by Electromyography,The Acupuncture,2013,30,5,155,10.13045/acupunct.2013054
152,"Ook Jae Lee, Dong Geun Lee, Ju Hee Lee, Jung Hun Lee, Sang Hyun Lee, Geun Hee Park, Jeong Cheol Shin",Effects of L Pharmacopuncture at ST on Adjuvant Induced Arthritis in Rats,2013,30,4,95,10.13045/acupunct.2013026,"Seong Jin Lee, Ho Hyun Jeong, Jong Chul Lee, Eun Hye Cha, Man Yong Park, Bong Gun Song, Il Hong Son, Sung Chul Kim",A Study on Single Dose Toxicity of Intravenous Injection of Mecasin Herbal Acupuncture,The Acupuncture,2016,33,1,1,10.13045/acupunct.2016001
153,"Ook Jae Lee, Dong Geun Lee, Ju Hee Lee, Jung Hun Lee, Sang Hyun Lee, Geun Hee Park, Jeong Cheol Shin",Effects of L Pharmacopuncture at ST on Adjuvant Induced Arthritis in Rats,2013,30,4,95,10.13045/acupunct.2013026,"Min Jung Ji, Seong Chul Lim, Jae Soo Kim, Hyun Jong Lee, Yun Kyu Lee",Effects of Pharmaco-Acupuncture at ST on Monosodium Iodoacetate(MIA)-induced Osteoarthritic Rats,The Acupuncture,2015,32,1,53,10.13045/acupunct.2015005
154,"Munkhgerel Oyungerel, Nam Sik Kim, Jin Youp Kim, Yong Suk Kim, Sang Soo Nam",Effects of Acupuncture on the Autonomic Nervous System by Analyzing Heart Rate Variability in,2013,30,4,87,10.13045/acupunct.2013025,"Hye-lim Park, Min-na Hong, Jae-hyun Cho, Go-eun Bae, Jin-yong Choi, Jin-woo Hong, Seong-ha Park, In Lee",Traditional Korean Medicine Treatment of a Traumatic Brain Injury Patient with Aggressive Behavior,The Journal of Internal Korean Medicine,2016,37,5,831,10.22246/jikm.2016.37.5.831
155,"Seung Hwon Lee, Eun Sol Lee, Dong Kyun Seo, Kyeong A Lee, Jung Hee Kim, Chang Ho Hong, Sun Hee Jang, Hyoun Min Youn, Kyung Jeon Jang, Choon Ho Song, Cheol Hong Kim","Analysis for the Idiopathic Facial Palsy Inpatients According to Distribution of Constitution, Classification and Assessment Tools",2013,30,4,55,10.13045/acupunct.2013022,"Yong Eun Lee, Cho In Lee, Sung Jin Kim, Jae Soo Kim, Hyun Jong Lee",Comparative Study for Therapeutic Effects of the Low Back Pain Patients According to the Bee Venom Pharmacopuncture-induced Skin Hypersensitivity Reaction and the Constitution,The Acupuncture,2014,31,2,1,10.13045/acupunct.2014019
156,"Dong Geun Lee, Ook Jae Lee, Ju Hee Lee, Sang Hyun Lee, Jung Hun Lee, Jeong Cheol Shin, Jae Hong Kim",The Effects of Pharmacopuncture Injected at (BL) on Neuropathic Pain in Rats,2013,30,4,69,10.13045/acupunct.2013023,"Ook Jae Lee, Seon Wook Kim, Jeong Cheol Shin",環跳(GB30) 秦艽藥鍼이 신경병리성 통증 유발 흰쥐에 미치는 영향,The Acupuncture,2016,33,3,1,10.13045/acupunct.2016031
157,"Seung Min Lee, Young Seung Ji, Ju Hyun Jeon, Jung Ho Kim, Young Il Kim",Effect of Needle-embedding & Acupuncture Therapy on Shoulder Pain in Behcet Disease Patient: A Case Report,2013,30,4,219,10.13045/acupunct.2013040,"Jo Na Young, Roh Jeong Du",Effects of Embedding Therapy on Frozen Shoulder : A Prospective Study,Journal of Korean Medicine,2015,36,4,1,10.13048/jkm.15028
158,"Seung Min Lee, Young Seung Ji, Ju Hyun Jeon, Jung Ho Kim, Young Il Kim",Effect of Needle-embedding & Acupuncture Therapy on Shoulder Pain in Behcet Disease Patient: A Case Report,2013,30,4,219,10.13045/acupunct.2013040,"Seung Hee Noh, Yu Ri Kim, Kun Hyung Kim, Gi Young Yang, Jae Kyu Kim, Byung Ryul Lee",Effects of Catgut-embedding Acupuncture Therapy on Plantar Fasciitis: Case Report,The Acupuncture,2013,30,5,227,10.13045/acupunct.2013062
159,"Seung Min Lee, Young Seung Ji, Ju Hyun Jeon, Jung Ho Kim, Young Il Kim",Effect of Needle-embedding & Acupuncture Therapy on Shoulder Pain in Behcet Disease Patient: A Case Report,2013,30,4,219,10.13045/acupunct.2013040,"Su Sie Lim, Hee Jin Sung, Cham Kyul Lee, Hyun Young Choi, Jung Du Roh, Eun Yong Lee",The Effect of Thread Embedding Acupuncture on Lumbar Herniated Intervertebral Disc Patients : A Retrospective Study,The Acupuncture,2016,33,4,39,10.13045/acupunct.2016053
160,"Jung Hee Kim, Jae Yeob Jeong, Seoung Whon Lee, So Yeon Shin, Jae Heung Park, Cheol Hong Kim, Kyung Jeon Jang, Choon Ho Song, Hyun Min Yoon",Comparison of the Efficacy between Needle-embedding Therapy and Sweet Bee Venom Pharmacopuncture Therapy on Peripheral Facial Paralysis,2013,30,4,35,10.13045/acupunct.2013020,"Hee Jin Sung, Su Sie Lim, Hyun Young Choi, Eun Yong Lee, Jung Du Roh, Cham Kyul Lee",Correlation of Internal & External Factors with the Beginning Period of Improvement in Idiopathic Facial Paralysis,The Acupuncture,2016,33,1,57,10.13045/acupunct.2016006
161,"Jung Hee Kim, Jae Yeob Jeong, Seoung Whon Lee, So Yeon Shin, Jae Heung Park, Cheol Hong Kim, Kyung Jeon Jang, Choon Ho Song, Hyun Min Yoon",Comparison of the Efficacy between Needle-embedding Therapy and Sweet Bee Venom Pharmacopuncture Therapy on Peripheral Facial Paralysis,2013,30,4,35,10.13045/acupunct.2013020,"Su-min Kim, Hyeon-seok Noh, Chan-sol Yi, You-kyoung Ha, Dong-jun Choi",A Case Report of a Facial Palsy Patient with a Cavernous Malformation,The Journal of Internal Korean Medicine,2016,37,5,815,10.22246/jikm.2016.37.5.815
162,"Jung Hee Kim, Jae Yeob Jeong, Seoung Whon Lee, So Yeon Shin, Jae Heung Park, Cheol Hong Kim, Kyung Jeon Jang, Choon Ho Song, Hyun Min Yoon",Comparison of the Efficacy between Needle-embedding Therapy and Sweet Bee Venom Pharmacopuncture Therapy on Peripheral Facial Paralysis,2013,30,4,35,10.13045/acupunct.2013020,"Su Sie Lim, Hee Jin Sung, Cham Kyul Lee, Hyun Young Choi, Jung Du Roh, Eun Yong Lee",The Effect of Thread Embedding Acupuncture on Lumbar Herniated Intervertebral Disc Patients : A Retrospective Study,The Acupuncture,2016,33,4,39,10.13045/acupunct.2016053
163,"Jung Hee Kim, Jae Yeob Jeong, Seoung Whon Lee, So Yeon Shin, Jae Heung Park, Cheol Hong Kim, Kyung Jeon Jang, Choon Ho Song, Hyun Min Yoon",Comparison of the Efficacy between Needle-embedding Therapy and Sweet Bee Venom Pharmacopuncture Therapy on Peripheral Facial Paralysis,2013,30,4,35,10.13045/acupunct.2013020,"Chang Hyun Han, Yong Seok Lee, Soo Hyun Sung, Bong Hyo Lee, Hwa Young Shin, Young Joon Lee","Trend Analysis of the Research on Bee Venom Acupuncture in South Korea, Based on Published Articles",Journal of Korean Medicine,2015,36,4,80,10.13048/jkm.15036
